areaid,home,job
121253,6,3
11643,2,0
162559,4,0
174401,63,30
12531,2,0
112516,2,3
21246,1,0
189682,9,2
164361,2,0
26704,6,0
43845,14,2
151067,10,4
103044,16,7
62945,5,1
103360,1,0
85073,201,88
103861,8,4
158669,13,5
97492,3,0
150986,23,5
24024,26,0
154117,5,1
113922,4,3
9996,30,6
78434,4,2
129368,6,0
111388,5,4
129178,5,1
188811,26,9
138316,5,4
115135,7,2
160335,1,0
140091,1,0
147765,9,7
122627,12,3
150613,13,2
104532,4,6
27668,207,45
143077,14,2
63510,1,0
115800,4,0
80796,18,3
175589,5,1
117922,6,2
154459,7,4
159802,17,1
96326,38,14
28262,5,0
119938,12,7
12473,53,23
31251,100,5
55279,60,17
93142,0,2
111449,1,0
176023,59,21
152505,28,14
41138,3,0
38126,1,0
149218,5,0
51677,6,2
24730,5,0
66595,1,0
97764,1,0
112435,10,0
165873,0,1
174754,2,2
73280,49,24
41843,19,5
62251,15,36
56488,9,10
122059,13,7
183993,4,1
62066,29,12
146100,158,7
134388,9,2
30140,525,198
108682,27,4
134702,2,0
18921,46,10
159662,1,0
118492,1,0
173567,2,0
107019,10,1
131645,37,23
160639,1,0
168058,6,3
168218,13,5
126458,73,31
91947,25,12
87273,50,32
82813,7,2
114389,41,42
86256,15,9
187609,19,12
76857,36,44
20737,2,0
147628,25,49
127948,86,79
64443,23,21
169240,1,1
98677,4,0
56434,1,0
55487,1,0
71445,1,0
143350,6,2
78128,3,0
61757,27,14
132252,43,17
115936,30,20
177277,36,31
160036,9,7
98973,10,3
16196,3,2
138517,110,32
47874,1,0
106906,4,1
11279,3,1
54131,7,1
142306,46,16
150427,38,28
1241,20,8
98214,36,14
122546,2,0
46741,0,1
44824,0,1
146434,12,0
83877,1,0
155736,1,0
158971,4,2
41119,5,3
43180,21,4
58626,95,76
127039,4,4
174894,24,8
165652,22,11
153041,2,0
82547,1,0
77431,4,2
17840,1,1
35441,52,20
167578,1,0
28610,12,4
166724,4,4
41221,3,0
134293,1,0
132077,166,38
16437,3,2
140372,1,0
148693,13,5
156810,85,40
37968,53,15
42570,3,1
58915,25,6
188360,8,5
154403,38,8
47400,1,0
56676,32,9
87275,60,80
138931,3,0
15195,100,56
78125,24,16
98377,1,0
10403,2,0
127015,34,21
48158,1,0
91893,1,0
96278,2,0
114084,1,0
16344,1,0
55096,13,1
84265,33,14
92351,13,1
8974,37,16
34924,45,9
140919,5,2
101888,15,5
83827,22,12
67091,6,0
9803,4,0
49641,29,19
59542,2,1
54303,26,4
112722,86,15
129814,42,8
40378,71,18
125005,2,0
67132,55,24
183857,2,0
76271,3,2
150070,1,0
84126,44,29
75872,19,3
20677,35,19
22261,61,22
18706,2,0
8712,17,4
148444,25,4
147263,7,1
111368,1,0
44312,7,5
38071,0,21
75971,16,7
129065,43,16
11685,21,55
173544,1,0
16427,4,4
38077,70,24
80859,83,37
74898,6,4
2445,6,0
7268,1,0
109987,546,271
26056,4,0
11631,87,31
107644,2,0
152215,3,0
155714,20,9
47908,34,14
60486,590,101
24650,2,1
128466,3,0
80767,228,51
49899,5,1
57565,7,1
127009,1,0
144667,2,0
136882,2,1
168485,8,2
92706,20,9
17282,1,0
156548,1,0
165957,33,5
169660,1,0
5365,42,15
7897,145,95
122530,25,17
147722,1,0
114704,5,0
111465,1,0
32648,5,1
45650,1,0
188024,108,29
21957,2,2
169815,11,2
56798,4,1
145006,1,0
67943,2,0
146467,98,107
389,94,20
60146,3,0
135427,26,6
87403,2,0
100963,6,0
40899,1,0
48274,5,3
52277,14,7
167457,5,0
70384,4,2
111770,3,0
71138,15,7
147570,240,109
11334,1,0
66292,5,0
154063,2,0
86934,40,20
172103,34,16
38097,7,0
26197,54,39
103999,48,19
171902,1,0
188569,8,9
132537,13,5
112753,36,28
165949,1,0
45122,37,20
68831,15,4
139521,14,8
166861,15,22
2054,35,10
135293,1,0
34088,48,7
108479,1,0
76490,24,14
12902,107,44
12697,3,0
19643,3,0
119851,18,1
20565,12,1
68521,74,12
7438,5,0
45850,8,0
81482,33,7
67154,43,16
69997,20,12
132626,8,17
141403,11,0
46702,2,0
40051,1,0
125484,26,8
63500,43,12
144923,6,1
172179,2,1
50810,298,89
50729,1,1
35384,32,12
138455,3,0
79918,6,0
149298,1,0
43632,32,12
80298,32,14
164403,6,0
181031,53,21
141822,33,7
106497,4,1
52224,46,11
151945,13,23
98937,4,0
105031,1,0
146574,48,41
29206,1,0
49484,208,74
73461,135,43
190176,13,1
16754,14,18
18258,15,3
137129,4,0
175721,3,0
172828,47,20
20601,5,2
170131,564,105
166044,1,0
180725,2,0
119324,2,3
3304,6,1
145558,107,39
148102,22,1
177533,8,1
87643,60,3
94694,2,0
101795,7,3
121207,2,0
133581,4,0
52690,5,1
164608,1,4
57773,3,2
174195,1,0
78464,3,0
147714,5,1
129146,1,0
101710,2,0
108782,37,51
72849,10,0
34588,2,0
157204,37,4
19021,202,26
68365,3,3
86662,3,0
119791,36,6
43752,10,0
166843,20,11
66629,126,45
15170,17,8
51706,1,0
99767,8,4
148212,95,105
78805,5,2
83442,14,7
188178,8,2
34631,3,0
3462,44,22
182733,6,2
185308,28,7
169329,1,0
69263,22,16
59658,6,0
142302,1,10
135472,50,10
182390,1,0
98698,47,7
125753,11,2
39702,7,0
113005,3,0
39317,63,22
98481,1,2
180023,2,0
138181,4,4
146040,13,3
91776,7,3
63247,169,27
128029,4,1
121595,9,2
72536,342,250
57636,4,0
47442,62,13
22453,2,0
21303,0,1
76878,4,0
91706,114,104
56638,2,0
104417,24,1
15142,147,17
151736,10,0
136212,9,5
51087,15,4
162719,155,113
55688,3,0
100904,19,4
153547,3,1
41088,12,3
94325,5,1
80795,28,15
157640,6,2
88363,2,0
65253,1,0
30847,22,8
158763,21,13
150928,3,0
28111,1,0
34040,37,29
76027,43,70
13821,5,2
37030,22,17
129519,1,0
155601,1,0
158262,5,0
141273,1,0
105531,1,0
179265,5,2
107289,3,0
177599,7,1
117569,7,0
37531,31,5
98989,17,3
184042,2,1
140693,1,0
83898,1,3
19025,30,18
157897,53,26
88824,35,42
122959,6,9
118266,1,24
146609,5,1
2478,30,2
163263,1,0
140136,111,40
92011,10,7
59895,5,1
117320,4,0
149700,2,0
178361,6,1
78194,16,6
107828,10,5
129798,122,95
106870,12,0
49360,6,1
188847,3,1
130688,2,0
111372,98,9
188850,1,0
88952,21,2
179848,4,0
150221,3,0
170632,11,1
157900,0,2
7519,9,1
173347,13,4
169213,2,1
61982,1,0
61834,7,3
46986,13,2
14613,6,2
154862,56,5
83221,1,0
181985,33,18
166467,4,0
83059,1,0
4381,2,0
168016,45,25
69564,24,10
161405,7,0
60873,6,2
1154,1,0
175874,6,0
123779,25,7
159484,27,7
61079,334,162
169857,12,12
161219,9,8
144996,61,16
120621,68,20
140925,2,1
189133,4,0
124844,9,2
44485,59,23
126091,46,1
174497,142,26
174525,1,0
104758,1,0
48768,1,0
131470,64,45
114480,4,0
68279,2,2
45623,8,2
45733,15,3
157434,19,7
70833,133,45
60700,8,1
24556,22,15
62773,85,27
74772,52,11
41600,15,7
37816,366,62
111873,6,5
56253,22,5
67679,1,0
127877,1,0
35737,7,0
153846,4,1
19358,12,0
140167,45,9
76488,24,6
41217,8,8
20022,99,196
16436,60,58
112107,778,232
72444,1,0
94107,2,3
181035,2,0
42885,0,1
139977,181,97
93650,140,41
78980,118,45
129568,7,0
105885,8,0
40653,326,534
110843,557,373
88466,1,0
167465,1,0
83032,95,31
34032,14,4
73096,2,0
75556,61,57
91607,2473,658
98872,1,1
137413,1,0
102240,2,0
99103,6,0
30322,16,6
184971,60,23
187780,31,10
184325,5,1
83939,1,0
179138,134,24
21130,7,3
36535,2,0
158869,4,0
55234,1,0
115077,2,1
16474,13,1
122540,4,0
177090,219,102
60035,299,140
76856,24,9
73503,3,1
61284,1,2
113222,5,1
66982,14,5
18919,70,44
119892,6,0
41676,1,0
131408,1,0
33774,311,158
50445,6,3
88917,4,0
185592,2,3
40868,1,0
28276,2,0
25246,1,0
11929,105,49
86805,217,127
135663,23,21
79871,2,0
10067,1,1
91240,3,2
9902,23,1
111145,1,0
18042,48,27
32538,2,0
115832,1,0
90081,13,5
62961,21,1
143468,2,0
78801,3,0
83183,44,32
133114,64,21
171795,1,0
14568,114,44
74880,5,1
138306,30,17
178675,3,1
6352,3,0
154125,61,46
108151,12,53
144167,1,3
2871,7,1
68732,15,8
88778,9,13
18058,2,0
176766,1,0
31798,35,13
97448,13,6
82160,126,54
34112,1,0
189478,128,34
89349,1,0
50397,42,12
36315,1,0
82426,41,83
160474,18,13
102793,0,3
54183,30,5
45757,1,0
79280,2,1
158895,3,1
59546,12,3
186807,16,3
53122,14,4
44065,3,0
156879,1,0
14589,4,2
125070,6,1
45631,36,15
109826,4,0
45825,6,0
117713,35,13
19080,26,1
189852,34,13
35356,322,344
82207,1,1
51162,8,13
186830,1,0
66839,2,1
167511,4,1
18555,0,1
173476,6,2
105374,3,1
159142,14,7
16192,3,0
56087,1,0
93252,25,6
34388,29,8
40392,12,4
50843,6,3
41529,1,0
56558,3,0
164996,2,0
74480,4,0
128915,2,0
104356,2,0
104219,2,0
43607,19,9
141066,7,0
156772,17,2
38290,7,6
154751,9,5
15897,34,7
15639,1,1
73344,45,34
186435,6,0
132241,5,3
93522,23,10
162077,189,106
183893,110,23
34382,86,40
163163,89,64
131731,2717,848
164011,2015,3729
139009,1326,1919
93482,558,292
183491,498,168
165993,35,26
135149,345,167
175160,61,19
115057,14,5
130726,1,0
47523,34,8
177624,16,6
63476,36,11
176701,3,1
90269,5,5
158477,0,1
27903,1,0
127381,10,4
80306,6,1
97539,16,10
65230,28,8
182974,70,39
16910,2,0
6595,32,28
145404,2,0
104803,7,0
37071,94,44
62254,84,30
118335,82,64
159172,504,150
98095,4386,915
178085,443,463
48682,2448,2459
106559,7222,1732
20796,1038,401
154165,40,97
68343,36,12
165000,21,8
176047,11,3
170670,10,2
130510,4,2
156231,21,6
14969,29,8
127894,2,1
57583,9,4
187446,14,3
44172,56,42
161772,12,9
109212,2,0
25740,200,72
14703,10,3
21454,9,2
8223,2,0
65361,106,48
110134,10,1
54068,1,0
115722,15,7
127133,0,1
181524,1,0
31403,1,0
37929,0,1
38090,4,0
31530,1,0
143967,8,0
97228,7,1
25374,5,0
37628,12,8
189257,173,72
2455,16,5
186789,1316,519
186562,36,41
103162,82,63
105601,68,30
47012,26,23
150288,28,11
149930,63,3
165817,3,2
57373,14,1
56506,0,1
6233,2,1
108869,3,0
190044,1,0
9008,2,0
159022,33,10
31563,1,0
163573,1,0
181054,1,1
37624,1,2
106332,1,0
94604,1,0
132084,3,1
107775,4,2
138134,2,0
161488,4,0
34928,1,1
86953,49,18
7069,34,7
69138,1,0
130518,1,0
118280,3,4
21994,18,10
128512,3,0
166709,2,0
27936,4,1
171098,2,0
146782,21,20
77269,1,0
123040,2,2
90852,13,1
3811,6,4
159967,6,4
93030,3,0
114851,39,9
21857,27,8
32218,241,120
44480,3,0
74666,1,0
220,191,114
151567,4,1
30137,59,57
15441,37,18
79439,2,1
9025,47,16
26740,1,0
159131,2,0
117887,7,2
115291,1,0
63222,6,1
166783,10,2
160282,7,1
169023,6,0
62474,2,0
83544,32,14
62393,7,4
84197,52,45
151842,3,1
43248,10,5
126871,6,2
67699,4,0
152898,128,53
52240,39,39
171227,19,3
96674,22,7
184257,2,1
35334,1,0
107475,3,4
19799,1,0
708,1,0
189293,9,0
166205,10,3
50655,1,0
54877,13,0
171304,5,0
46541,14,12
63541,83,25
101162,22,7
24497,8,4
150340,12,7
75890,9,3
154613,106,46
131980,52,24
139679,77,32
9967,64,20
118006,71,29
32545,231,75
94401,1048,314
17155,111,78
3217,649,176
63989,406,160
6506,39,129
147327,72,27
86686,67,21
130124,18,2
60193,2,0
104120,2,1
31127,11,1
141151,44,22
87054,92,13
72088,0,2
161248,26,10
37139,8,1
34740,20,3
132643,7,6
62313,15,9
56095,1,0
135538,2,0
155425,122,32
134938,7,4
82719,41,18
67418,7,1
31041,416,113
23691,87,33
174732,77,50
110832,425,252
3897,3232,829
24793,427,118
40189,55,23
114154,53,129
123395,88,58
62616,1320,621
138566,5,1
117840,16,4
68360,2,1
154540,21,6
6946,11,0
159913,2,0
35435,4,1
156251,53,17
128312,0,1
147710,25,16
152018,14,10
165845,2,0
90110,1,1
42011,4,0
176816,44,8
64245,1,1
174985,27,7
37603,20,5
77174,1,0
145956,120,66
40468,166,58
881,23,15
155737,167,98
13423,274,180
119893,3916,928
90931,105,29
38699,78,52
79217,124,56
123941,254,41
13808,579,355
182715,1,0
19854,15,3
149571,3,1
24145,1,0
16690,8,2
76352,5,0
115451,11,4
94762,1,0
56083,1,0
86591,9,8
46169,0,1
117026,1,1
103691,24,3
128560,9,0
79852,2,0
169230,4,1
140290,12,6
103294,36,23
66436,50,38
51786,86,65
111481,1839,632
102577,1467,831
6967,490,289
19374,55,27
118178,5,4
129227,1464,349
76823,74,24
90292,71,21
142185,35,26
57986,351,163
148238,88,35
159056,38,12
142762,36,15
110961,63,33
89413,106,17
18788,21,2
118790,1,0
118813,2,2
80959,1,1
45425,28,7
149910,31,11
142201,1,0
1292,1,0
156981,9,1
133374,17,6
137469,11,5
40492,4,0
176729,2,0
184332,6,0
126497,15,2
17027,53,22
92090,1,0
20970,2,1
110514,1,0
169766,0,1
11389,4,2
94789,6,2
184355,2,0
19255,4,0
110158,1,3
54966,16,9
165661,6,2
143650,67,43
5816,3,0
140314,12,1
70190,113,45
156033,5,0
36512,3,4
95121,125,106
159308,1,0
25435,2,2
65269,1,0
174730,1,0
107093,11,1
36253,1,0
98803,1,0
34045,3,0
72534,5,2
84617,2,0
62464,19,12
187102,1,0
80745,98,66
123774,5,1
28580,6,5
109133,17,3
127967,39,12
140072,1,0
129902,19,13
39505,32,26
114251,56,10
55062,5,0
85044,41,18
135760,1,0
53682,66,44
112281,1,0
10166,1,0
64241,2,2
138530,12,3
37371,29,17
46094,1,0
1722,2,0
42203,4,2
19988,8,7
76826,2,0
178595,9,7
57929,12,3
38541,15,9
77801,4,0
11978,51,17
31286,43,12
166116,51,26
96087,14,6
69533,114,71
147836,238,56
63867,738,374
148761,89,40
173365,877,234
29648,242,99
27749,17,36
24947,161,76
130145,0,1
62049,16,6
38800,12,3
161244,190,65
129232,6,1
115655,1,0
172668,1,0
2038,4,1
184127,1,0
72197,5,1
96915,37,15
73045,2,0
161633,20,12
33657,4,0
183539,9,5
36298,1,0
127510,6,0
14848,28,8
79175,12,5
142273,242,80
113727,125,43
76231,119,51
25752,185,79
175914,23,9
167798,123,65
107897,190,46
130030,2500,614
145568,240,83
67255,684,169
174904,240,85
150715,64,133
29872,88,37
69242,4,11
140363,18,4
136626,44,18
78096,2,0
74319,2,0
99226,1,0
168054,48,16
19644,13,3
95314,1,2
141643,4,4
36954,3,0
110028,2,3
33099,21,8
76946,34,16
73565,52,50
89326,109,27
82235,153,67
27790,194,78
42880,33,8
129365,154,76
52676,264,164
122611,3052,613
59303,144,62
67573,334,101
147920,89,51
129318,132,39
12677,277,113
103947,20,5
154719,28,14
61098,1,0
61814,1,0
36492,49,23
90284,7,3
28840,27,24
183141,6,0
17380,15,4
52530,32,21
50176,1,0
67117,1,1
59395,2,0
44378,2,0
159268,1,0
23811,19,12
48219,24,14
23445,18,13
46073,1789,619
53687,905,314
73010,5457,1476
149924,3193,943
32938,509,425
40644,362,91
102378,38,67
174409,1819,617
152700,43,16
41785,462,239
123270,40,26
26442,12,5
87856,23,5
95982,53,11
5196,25,10
144283,2,0
72139,1,2
169021,7,0
157069,2,0
107330,2,0
138890,58,11
79405,4,0
85435,4,2
57970,2,0
162289,10,4
139842,2,0
6231,1,0
873,5,3
63283,7,1
105377,18,5
189499,5,0
30244,4,4
122281,2,0
83536,179,39
81889,43,16
75044,93,15
135355,22,8
137093,18,1
179078,20,21
8631,1,0
88619,4,0
20686,59,38
169317,4,1
166626,1,0
138560,3,0
118547,3,0
78253,4,0
112921,2,0
109773,1,1
14145,49,24
189796,15,8
122552,59,15
94643,1,1
52431,46,14
111509,30,13
186556,29,15
41080,80,48
137318,87,10
160621,344,102
85835,17,3
10398,52,28
35363,1,0
119845,8,3
80999,5,0
155416,19,12
55749,1,0
4215,7,5
61505,6,1
29422,3,1
156539,89,47
50405,5,1
3378,8,1
111532,15,6
95163,7,0
22925,7,0
172116,70,10
159137,12,0
68946,11,3
151935,4,6
84175,7,0
41479,1,0
154308,1,0
999,10,0
141233,11,3
61672,8,7
97041,15,3
170708,9,1
182642,101,93
140623,2,1
6744,9,1
42763,12,4
182986,22,8
17725,34,2
120092,4,1
125974,2,0
20370,1,0
116608,7,1
81948,0,2
57249,5,0
133861,21,4
36278,10,0
166457,20,8
129742,1,0
116492,6,0
23812,4,0
165971,1,0
132659,36,16
169320,6,4
117648,13,2
10889,4,0
134832,3,3
88318,84,18
117686,0,2
141712,3,1
115466,2,0
127207,8,3
132,4,2
56255,5,1
148174,1,0
162613,7,2
34351,6,4
36919,3,1
112745,8,2
75584,2,0
66216,4,0
149993,1,0
17474,30,11
158905,4,1
170430,4,0
113254,24,27
50412,162,23
136132,0,2
97847,5,0
130682,9,4
182967,4,1
48051,8,2
110876,39,11
134222,81,32
178968,5,1
24387,3,1
169466,4,0
162952,6,1
124058,27,13
31435,1,0
117030,5,1
147923,1,0
18288,9,0
123655,47,7
130487,7,7
8285,3,1
169122,4,1
179040,12,2
62088,64,19
42257,18,5
15023,1,0
119956,106,31
8742,249,90
118365,3,10
64582,2,0
141433,20,1
139871,197,244
38247,3,0
59323,3,0
28487,0,1
28975,12,3
90880,1,1
2769,26,3
144975,0,1
2287,15,24
33152,145,29
95975,4,1
161176,3,0
7954,5,0
102861,12,4
73059,20,5
154620,76,27
8639,7,0
32740,26,5
89321,1,0
115659,11,2
49087,1,0
137231,3,2
142177,5,1
97926,83,8
35612,30,12
138304,2,2
142070,1,0
180761,1,0
180226,214,168
12584,6,4
10204,3,0
186430,18,5
18728,86,18
136318,2,1
173027,2,0
50715,137,42
189569,1,0
112047,5,0
33642,10,3
117804,3,6
169313,32,15
29372,0,1
122812,16,9
18422,29,4
142650,25,6
32040,1,0
155052,199,91
129428,74,30
99533,3,4
99013,10,2
36167,96,82
70684,4,0
111113,87,15
15991,42,12
131102,37,14
142999,6,0
10514,7,15
39090,1,0
22620,3,0
98994,1,0
75004,2,2
169736,67,23
1944,1,1
151726,18,0
97700,17,2
136415,5,1
31364,49,14
65363,12,6
98406,2,0
174214,7,3
174190,6,1
179601,6,2
39238,7,1
33542,6,1
89030,1,0
54284,2,0
184776,1,0
177163,10,2
77261,1,1
56991,23,15
123364,2,0
89533,1,0
130422,2,3
157201,190,92
50593,57,15
135296,95,37
89058,136,34
179206,1,0
130871,54,11
37492,6,0
115504,8,3
121243,17,3
129815,4,0
37550,20,12
120881,9,1
171498,517,174
85233,7,2
120228,210,106
127280,2,1
60934,6,0
45009,33,8
145116,10,3
91468,2,0
31734,3,0
120833,110,6
163512,20,9
15813,0,1
19759,113,23
115053,3,0
80451,34,6
110268,8,1
146831,8,0
91452,5,3
176569,1,0
149178,20,7
34221,5,1
152135,5,0
166496,4,3
18485,43,15
54455,8,3
169789,2,0
105241,52,12
178177,42,0
125441,12,8
131149,17,5
125940,3,0
122875,13,7
183275,17,5
155592,4,3
44786,1,0
78650,2,0
30268,1,5
189538,15,1
34931,7,0
98995,6,0
104679,3,0
147009,4,0
2218,15,9
143769,20,12
17779,7,0
4397,20,39
3121,200,78
153443,21,5
116223,1,0
20908,1,0
32824,42,14
28033,6,2
182943,543,184
163186,17,6
102488,37,6
77405,9,2
159448,76,37
89449,242,66
13875,4,1
75757,9,5
64066,23,16
90792,2,1
110780,13,1
141850,5,0
145715,25,3
121911,1,0
25854,25,32
110231,1,0
173207,1,0
139197,1,0
174288,14,1
162244,5,3
2969,11,7
115337,10,5
112006,15,6
159822,3,0
139021,2,0
113382,2,1
93483,144,71
5890,5,1
109129,1,0
75404,3,2
11789,28,37
42240,72,91
136668,10,1
114591,3,1
149385,3,1
183185,1,0
103880,3,1
55660,24,8
179669,131,45
16112,4,0
45725,2,1
73149,3,1
134570,0,1
45351,1,0
106882,1,0
119807,7,5
88357,10,1
149546,3,0
64577,40,23
177894,1,0
52570,1,1
93675,5,4
92017,6,3
101902,4,3
53500,87,32
145881,384,133
99073,239,106
9841,3686,1090
107081,1861,1260
155486,1019,782
160976,8,18
133391,7,0
18902,8,3
54199,418,113
28432,987,321
67123,28,18
78376,43,19
189066,33,17
30621,6,8
104539,5,0
32158,1,0
104772,16,1
13341,55,5
81346,1,0
174398,0,1
131404,2,0
152142,15,8
14570,1,0
51891,30,13
40966,4,0
179071,5,0
124472,6,10
134099,21,7
181279,41,35
162466,325,95
143352,271,77
161026,847,437
179668,2182,816
82290,2208,1313
140973,32,9
170410,4,0
14880,58,27
32367,537,180
150354,178,74
73617,669,306
171678,36,20
73818,55,14
38773,8,0
121742,1,0
154550,11,21
20217,1,0
3502,8,3
62280,38,8
185528,1,0
85457,2,1
18480,0,1
150134,1,1
1895,29,8
172843,14,5
66538,1,0
103748,9,1
115534,48,8
188321,2,0
53355,1,0
132636,1,0
186387,1,0
131080,12,4
82733,0,1
89609,5,4
30612,23,41
92532,52,22
129522,61,25
103726,59,22
89145,27,8
188452,11,3
101244,84,17
51981,26,7
173321,36,8
65400,3,0
168827,6,1
47669,10,4
18768,2,1
157211,1,0
183826,4,1
156148,87,15
187296,3,3
89182,61,31
177061,14,4
115803,8,5
186839,15,11
45240,26,14
116475,238,96
149458,328,473
41857,2585,2862
117170,2564,1706
150598,3448,821
10366,296,119
176245,579,161
110529,172,70
163273,12,2
55225,29,61
110613,108,40
76180,122,49
112123,17,4
62301,47,19
64600,11,4
68984,48,16
170307,97,45
32943,6,8
157502,19,3
78040,6,1
89606,1,0
176830,3,2
140773,54,33
20506,9,0
23920,11,0
117550,291,112
97245,31,20
46403,86,22
146657,248,363
46743,2878,2215
162919,2874,2718
187275,614,209
162170,197,127
183951,22,12
136528,22,20
45163,5,1
126812,2347,951
5526,55,34
109711,17,6
118984,3,1
168223,370,55
58247,88,44
60900,1,0
70011,18,5
108468,4,3
133285,4,0
142075,6,1
133509,1,0
113370,11,5
89294,7,6
133441,7,2
65300,5362,1410
111708,145,464
141972,766,1070
76723,139,91
22756,85,12
62119,69,31
111566,207,85
150562,14,38
78136,5,15
137059,6,1
143787,2,0
1799,136,22
184720,0,1
97030,1,0
60419,3,0
164700,14,10
131413,4,3
175950,1,1
38579,12,3
20017,2,1
184703,12,1
138861,26,7
151119,5,1
70545,59,13
165211,1568,413
120151,63,32
89078,376,101
118781,145,56
55629,17,4
141586,4,5
95960,1,0
131678,14,1
180267,9,1
70865,2,0
8695,2,0
55314,5,0
114779,4,1
140549,7,5
137775,26,14
61703,7,2
140768,172,53
94168,8,0
45216,42,10
74386,20,7
122167,10,0
178545,3,0
47962,25,4
165002,450,156
140259,1,0
119803,28,5
105465,1,1
90789,43,11
84362,11,2
169012,8,3
21934,4,0
67386,2,1
4037,7,2
158504,32,15
38546,1,0
91321,6,2
57007,1,1
121223,441,127
142151,4,2
115248,18,7
104148,2,0
4496,33,18
107444,3,7
90324,25,8
24216,30,3
58916,1,0
56181,0,1
88458,8,3
33778,0,1
159894,5,0
122309,12,8
26971,2,0
55049,1,0
31180,4,0
24249,4,0
152800,30,5
161199,12,13
179563,7,2
176459,5,0
22353,1,4
70973,1,0
149401,2,0
23955,29,7
83121,253,373
72768,13,3
31828,3,0
8403,1,0
126650,15,12
154589,24,6
67148,1,0
72274,2,1
91217,3,1
72894,1,0
130646,4,1
111180,29,10
2625,3,1
24643,18,6
68574,8,1
83662,6,3
127963,15,12
156482,141,48
164682,33,19
28620,147,28
152906,65,15
101261,209,87
115456,480,220
169404,321,229
124327,411,318
181660,104,56
149586,131,39
76603,83,133
73614,1210,495
62369,13,3
140697,16,3
7984,3,0
142785,1,0
62972,34,15
51070,1,0
83953,1,0
76749,3,0
89783,1,0
69078,27,19
49339,1,0
174769,14,3
14034,10,2
108678,1,0
129171,8,6
155946,49,15
117706,9,3
175632,35,10
155574,25,18
136167,330,133
171390,27,18
151599,31,15
124795,557,320
134681,1237,468
30478,740,206
10002,162,60
110173,74,109
27400,98,52
57349,989,374
113489,18,10
161299,5,1
90934,1,0
47184,8,3
64372,71,30
83180,2,1
79536,7,1
177468,17,25
119511,1,0
35042,2,0
39204,7,4
163965,25,13
43443,1,0
1730,2,0
64458,6,3
29320,23,9
185479,7,0
87126,124,97
66749,197,169
50436,11,0
89152,53,23
64891,92,49
100621,111,37
51545,262,215
94655,1616,487
64342,851,259
165675,48,29
140175,4,15
156698,203,101
9553,92,22
42597,6,5
120485,15,6
153313,3,0
80308,38,14
63602,1,0
56832,11,2
29880,36,12
82765,4,0
151171,9,2
158087,0,2
111450,25,6
186717,2,1
91488,49,19
92686,3,0
37152,5,2
122244,36,9
49302,5,0
103339,4,1
71793,12,7
111500,7,11
80829,42,16
159828,50,13
159271,154,103
15417,578,305
181701,2034,630
54482,1998,967
74311,88,58
59205,8,2
31016,283,82
43843,40,19
87515,104,54
119622,41,9
128122,238,108
187688,68,17
98411,15,21
162656,2,1
141023,5,0
133131,49,8
29460,9,0
7981,4,3
105529,13,6
171654,1,1
2333,2224,524
90415,10,0
86110,22,5
154098,108,48
36135,2,0
170971,2,0
21889,1,0
119847,1,1
110726,2,0
184279,5,0
94664,1,1
36755,1,0
13953,20,5
25016,1,0
112764,21,8
133869,6,3
93342,7,0
92080,71,35
81886,41,14
35278,656,317
20766,78,25
75972,369,107
67044,2357,640
4184,5202,1156
158574,96,43
30148,202,111
142130,92,34
31049,22,17
153841,31,10
171698,35,12
167461,7,3
188292,22,2
58053,86,40
56995,2,1
189591,1,0
129647,1,0
16876,1,0
19710,3,0
137510,2,1
127294,1,0
140718,1,0
132701,32,5
17241,1,0
169669,1,2
102227,7,0
170156,6,4
94564,62,18
168295,27,10
57481,261,121
81876,354,201
147779,553,172
12274,1612,837
96778,2754,1009
93329,77,21
127469,3,0
85818,22,13
170389,51,20
108179,7,1
1700,64,10
39956,8,2
58380,8,3
107622,1012,236
175781,119,48
180350,494,266
92021,131,16
100072,88,57
62874,22,9
189700,13,1
189346,13,2
9432,29,23
186169,3,1
94895,5,0
61092,1,0
32190,37,5
169972,1,0
86680,4,0
116891,2,0
142526,2,0
169630,3,3
59510,2,0
116371,16,0
19538,263,150
100894,67,33
93346,15,12
98899,105,28
68413,4,0
155465,8,0
99298,833,279
171494,1,0
37236,154,56
564,3,0
42670,5,3
162707,7,2
178803,1,0
179170,74,60
26897,93,62
79623,23,5
26400,110,35
146566,3,0
160779,3,0
188386,9,1
158737,56,26
39938,67,15
96950,1,0
165338,1,0
88981,3,0
131378,6,0
75955,290,85
94212,2,0
170763,7,1
16335,1,0
21546,64,33
186273,1,0
139881,3,2
74472,88,40
116458,1,0
155619,3,0
60915,54,31
6058,2,0
157675,2,4
177204,1,0
5447,1,0
70774,5,0
42237,8,0
154030,15,3
146896,7,0
179684,3,0
42153,7,2
80062,7,1
98751,9,1
85639,2,0
134937,7,0
32974,1,0
156521,6,1
113591,1,0
18246,24,6
16841,3,0
56522,6,0
97258,20,1
120580,7,2
126443,7,0
8649,1,0
8510,11,0
125466,18,0
85805,15,2
16029,7,1
126025,7,1
105090,23,6
187935,2,0
167438,2,1
6279,3,1
141258,24,2
175814,1,0
163322,103,18
123989,21,13
24353,10,6
52337,56,19
184150,5,2
67752,3,0
82894,44,19
77005,3,0
104234,1,0
57299,0,1
91312,1,1
101370,8,0
18370,0,2
9005,10,9
157452,54,24
114786,1,0
80202,10,0
123719,6,1
171002,245,64
14213,61,19
